Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
IDA only,IDX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43686E+11,5.69752E+11,5.87252E+11,6.13893E+11,6.3121E+11,6.7621E+11,7.24138E+11,7.70092E+11,8.09825E+11,8.58066E+11,9.17028E+11,9.87846E+11,1.04326E+12,1.12189E+12,1.22319E+12,1.35021E+12,1.48593E+12,1.63788E+12,1.77786E+12,1.88147E+12,2.02654E+12,2.15985E+12,2.30902E+12,2.49642E+12,2.68592E+12,2.84003E+12,3.00849E+12,3.2443E+12,
Isle of Man,IMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86925E+11,1.03055E+12,1.11183E+12,1.19236E+12,1.29882E+12,1.42635E+12,1.56203E+12,1.65311E+12,1.77439E+12,1.96091E+12,2.08256E+12,2.23277E+12,2.35329E+12,2.58888E+12,2.87082E+12,3.23832E+12,3.64702E+12,4.11105E+12,4.35479E+12,4.75995E+12,5.31242E+12,5.78204E+12,6.20985E+12,6.71311E+12,7.33997E+12,8.02459E+12,8.70501E+12,9.45371E+12,
Not classified,INX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48301137644,50871918143,53771113619,56532812324,61059074514,68337943267,74477055393,83091909294,92962226571,1.01361E+11,1.14814E+11,1.25934E+11,1.38447E+11,1.44815E+11,1.5745E+11,1.68219E+11,1.8894E+11,2.05658E+11,1.988E+11,1.88732E+11,1.97449E+11,2.06779E+11,2.133E+11,2.22254E+11,2.37518E+11,3.22445E+11,3.39477E+11,3.64141E+11,
"Iran, Islamic Rep.",IRN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.14015E+11,4.80772E+11,5.0567E+11,5.23085E+11,5.26142E+11,5.49376E+11,5.88345E+11,6.01299E+11,6.21062E+11,6.35961E+11,6.88535E+11,7.09709E+11,7.7296E+11,8.57235E+11,9.19337E+11,9.79187E+11,1.05973E+12,1.17666E+12,1.20276E+12,1.2241E+12,1.31089E+12,1.37335E+12,1.29453E+12,1.31288E+12,1.39796E+12,1.39446E+12,1.60144E+12,1.69147E+12,
Iraq,IRQ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30089E+11,48327715756,65539493639,87422978203,92724914066,96665644169,1.09278E+11,1.34754E+11,1.83698E+11,2.19301E+11,2.27446E+11,2.37992E+11,2.24972E+11,1.53505E+11,2.43147E+11,2.62015E+11,2.97499E+11,3.09624E+11,3.41673E+11,3.55902E+11,3.83314E+11,4.20752E+11,4.8822E+11,5.33809E+11,5.47192E+11,5.66831E+11,6.48829E+11,6.46811E+11,
Iceland,ISL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5513794170,5684586558,5618005608,5827218040,6166000378,6301941640,6567421242,7261956746,7818153533,8139586975,8282450841,8986222430,9263911803,9362582928,10319746770,10968813947,11761835787,12705691332,13560295188,13120871957,12255813954,12639952184,13051870459,13863990529,14583740176,15713588572,17022081152,18140165689,
Israel,ISR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70125850308,78058353984,86032542563,91705491257,1.00614E+11,1.09494E+11,1.18198E+11,1.25081E+11,1.317E+11,1.38425E+11,1.56818E+11,1.60541E+11,1.65653E+11,1.59209E+11,1.71778E+11,1.72005E+11,1.81111E+11,1.97426E+11,2.00257E+11,2.05843E+11,2.19776E+11,2.3731E+11,2.50827E+11,2.75062E+11,2.80045E+11,3.00752E+11,3.18409E+11,3.33351E+11,
Italy,ITA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05254E+12,1.10431E+12,1.13891E+12,1.15606E+12,1.20606E+12,1.26676E+12,1.30569E+12,1.35445E+12,1.41849E+12,1.45317E+12,1.53874E+12,1.59276E+12,1.63426E+12,1.66663E+12,1.69929E+12,1.74209E+12,1.88015E+12,1.98635E+12,2.08264E+12,2.03925E+12,2.07721E+12,2.15829E+12,2.15755E+12,2.17632E+12,2.19271E+12,2.22518E+12,2.32689E+12,2.38736E+12,
Jamaica,JAM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11419360871,12370341634,12899751516,14450356027,14962037794,15633032252,15900317396,15988011583,15784223075,16193670326,16707692793,17318272095,17935335368,18963654646,19743031459,20560431534,21806488434,22707401598,22964892758,22135825808,22079533420,22924301243,23203016233,23696535392,24287797458,24773332634,25435789599,26146842184,
Jordan,JOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14459793043,15213599133,18464724045,19779478509,21207693521,22989361628,23897672820,25110721407,26143195531,27448256609,29264608943,31508497418,33842774283,35953913701,40107524045,44770564814,49880787440,55394928323,60566539384,64368668624,66660818922,69797089967,72967314252,76243151672,80014575365,82816737706,85553911481,88809056082,
Japan,JPN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40113E+12,2.5739E+12,2.65695E+12,2.7096E+12,2.79895E+12,2.93568E+12,3.08193E+12,3.16843E+12,3.16666E+12,3.20702E+12,3.40432E+12,3.49605E+12,3.58886E+12,3.69381E+12,3.87906E+12,4.04573E+12,4.23183E+12,4.41632E+12,4.45643E+12,4.25022E+12,4.48249E+12,4.57319E+12,4.7467E+12,4.96705E+12,4.98657E+12,5.17684E+12,5.36948E+12,5.48716E+12,
Kazakhstan,KAZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37895E+11,1.26811E+11,1.22828E+11,1.14181E+11,1.01918E+11,95512194577,97742099826,1.01105E+11,1.0026E+11,1.04543E+11,1.174E+11,1.36286E+11,1.51939E+11,1.69381E+11,1.90746E+11,2.15982E+11,2.46437E+11,2.75513E+11,2.90187E+11,2.959E+11,3.21378E+11,3.52286E+11,3.75997E+11,4.04994E+11,4.29577E+11,4.39446E+11,4.49948E+11,4.76824E+11,
Kenya,KEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36005634329,37739210362,38290894122,39340394775,41235400562,43950253812,46608407120,47631244242,49732342814,51657477004,53149789909,56415816705,57595121145,60466241978,65300140077,71382429864,78337657727,85932013535,87821187275,91414381167,1.00309E+11,1.08633E+11,1.15683E+11,1.24462E+11,1.33483E+11,1.42646E+11,1.52945E+11,1.63285E+11,
Kyrgyz Republic,KGZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9861724968,9389952233,8270129215,7157972084,5842017243,5640393525,6150250536,6875756859,7097851984,7469925417,8054497779,8676446671,8808112186,9615335191,10573964872,10895037131,11578209850,12901780542,14260084575,14783094423,14893084056,16105958461,16388179551,18470586534,19558676116,20537057586,21700887051,23103942652,
Cambodia,KHM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11418676152,7602408425,8529575341,9197502601,9729734317,10295780683,11781475863,13340314529,14660366486,15864724245,17557421178,19905653510,23268527558,26566670712,30059045877,32699568535,32976465254,35369652416,38652011936,42242827359,46082904357,50260518428,54380283348,58853850966,64166548180,
Kiribati,KIR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90964725.67,93992498.46,96978395.4,100149119.5,104043881.4,106213900.4,109985991.7,113732879.4,122506003.5,122467189.9,133082327.2,134113448.3,141329730.3,147039999.9,148621500.5,160999584.1,165864117,173743393.1,173446552.1,176166684.3,176670839.6,183193721.9,195361801.4,206883947.2,209127236.5,233391600.8,248494361.8,253796402.9,
St. Kitts and Nevis,KNA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402829209.6,408477878.3,435624133,476325541.5,512250484.1,551084479.7,593932684.2,645319223.8,649150571,680303186.6,768195167.4,829050742.6,862567065.5,849465719.8,908242002,1028355473,1090875461,1119334386,1215336706,1183317128,1180209654,1226065008,1240462703,1329394661,1435200248,1481906949,1535594590,1581523336,
"Korea, Rep.",KOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54788E+11,4.04554E+11,4.39329E+11,4.80577E+11,5.35989E+11,5.99535E+11,6.56843E+11,7.0765E+11,6.76192E+11,7.64178E+11,8.50052E+11,9.08768E+11,9.89824E+11,1.02367E+12,1.10336E+12,1.16589E+12,1.25105E+12,1.35452E+12,1.40571E+12,1.39641E+12,1.5053E+12,1.55945E+12,1.61127E+12,1.64478E+12,1.70446E+12,1.79592E+12,1.87712E+12,1.97297E+12,
Kuwait,KWT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58504973655,80256216410,88878809036,95140584315,97463657961,1.01584E+11,1.06446E+11,1.06142E+11,1.13654E+11,1.17091E+11,1.22455E+11,1.46529E+11,1.66762E+11,1.89471E+11,2.09978E+11,2.28483E+11,2.38742E+11,2.23533E+11,2.20907E+11,2.47177E+11,2.68411E+11,2.7588E+11,2.82238E+11,2.8699E+11,3.00961E+11,2.97594E+11,
Latin America & Caribbean (excluding high income),LAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19174E+12,2.33482E+12,2.43575E+12,2.73527E+12,2.92631E+12,3.03573E+12,3.16433E+12,3.38092E+12,3.48599E+12,3.56033E+12,3.79259E+12,3.92347E+12,4.03442E+12,4.13819E+12,4.49422E+12,4.85875E+12,5.29633E+12,5.73439E+12,6.11774E+12,6.12406E+12,6.55104E+12,7.04579E+12,7.39869E+12,7.72252E+12,8.00155E+12,7.99819E+12,8.11172E+12,8.40798E+12,
Lao PDR,LAO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4701178301,5066369988,5469964525,5931218913,6551671040,7158590341,7794298749,8472497130,8904249060,9701046592,10497139171,11353850879,12210468086,13209533226,14435673213,15959200083,17867336254,19736320797,21698112941,23503001198,25818610471,28469987708,31321540191,34381946783,37663101157,40839177061,44264968375,48167406715,
Lebanon,LBN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10115700448,15620842137,18603269650,21096307715,23291561052,25310716176,28681475849,29480119032,30892441513,31200344659,32338510137,34345461497,36066452136,37972746154,41472526282,43983466154,46106096445,51754489533,57650299423,63928572299,69910216564,72008412533,75387937191,78637534590,81625040313,82710980016,85224360266,88084428025,
Liberia,LBR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2975446804,3132125620,3299879446,2351091929,2479029120,2693930716,3000050230,3373567947,3685537702,3910363915,4199561808,4637773844,5100768251,5634288504,5775619084,5838251779,5818157010,6069056981,
Libya,LBY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87760272076,93059636020,93502458877,94027527245,1.08385E+11,1.16334E+11,1.34331E+11,1.47459E+11,1.61E+11,1.68537E+11,1.68475E+11,1.79095E+11,69322560014,1.57535E+11,1.38309E+11,1.07001E+11,98576211302,97043022520,1.25142E+11,
St. Lucia,LCA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857607845.8,890845156.6,981717287.7,1011252992,1050685485,1090906637,1143517551,1156594830,1242408352,1295595341,1325510999,1311562834,1336369418,1422124438,1567131168,1611338041,1764972426,1836785138,1972288591,1965971162,1993302883,2105994424,2131290422,2137054142,2252915398,2256056343,2361727445,2496007254,
Latin America & Caribbean,LCN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.60062E+12,2.78857E+12,2.93611E+12,3.28388E+12,3.51851E+12,3.64448E+12,3.81914E+12,4.09688E+12,4.24112E+12,4.31789E+12,4.57638E+12,4.71584E+12,4.79654E+12,4.96262E+12,5.41089E+12,5.86618E+12,6.43385E+12,6.98311E+12,7.41619E+12,7.38113E+12,7.93623E+12,8.54888E+12,8.94774E+12,9.33948E+12,9.63347E+12,9.67462E+12,9.80462E+12,1.01786E+13,
Least developed countries: UN classification,LDC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45728E+11,4.69353E+11,4.85391E+11,4.99846E+11,5.16488E+11,5.57536E+11,6.00902E+11,6.40416E+11,6.73525E+11,7.14289E+11,7.65111E+11,8.2576E+11,8.80395E+11,9.47939E+11,1.04079E+12,1.16181E+12,1.28856E+12,1.43231E+12,1.56276E+12,1.65361E+12,1.78238E+12,1.8961E+12,2.02662E+12,2.18556E+12,2.34952E+12,2.47841E+12,2.60901E+12,2.79684E+12,
Low income,LIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.37334E+11,3.51567E+11,3.48557E+11,3.58107E+11,3.70711E+11,3.93334E+11,4.21874E+11,4.44604E+11,4.64632E+11,4.87778E+11,5.12835E+11,5.49581E+11,5.71633E+11,6.02644E+11,6.53701E+11,7.16025E+11,7.74169E+11,8.43922E+11,9.04846E+11,9.60457E+11,1.04302E+12,1.10812E+12,1.17239E+12,1.26562E+12,1.36074E+12,1.41617E+12,1.47339E+12,1.57773E+12,
Liechtenstein,LIE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40460959700,43730857273,46695740239,51105450266,55115810095,59359989752,62740476506,67901841878,71863689714,76101257577,82502959980,83079057057,87698803434,94760993075,1.02668E+11,1.12586E+11,1.24944E+11,1.36987E+11,1.47985E+11,1.54386E+11,1.68798E+11,1.86763E+11,2.07597E+11,2.18113E+11,2.33041E+11,2.47365E+11,2.61716E+11,2.75241E+11,
Lower middle income,LMC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34754E+12,3.5049E+12,3.69336E+12,3.8534E+12,4.05544E+12,4.35167E+12,4.69681E+12,4.96535E+12,5.06514E+12,5.39363E+12,5.76396E+12,6.15508E+12,6.53471E+12,7.08147E+12,7.78639E+12,8.61575E+12,9.54791E+12,1.05749E+13,1.13057E+13,1.19978E+13,1.30578E+13,1.40674E+13,1.50686E+13,1.61716E+13,1.74104E+13,1.86387E+13,1.99093E+13,2.13921E+13,
Low & middle income,LMY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03355E+13,1.08078E+13,1.12626E+13,1.20467E+13,1.26738E+13,1.35091E+13,1.44715E+13,1.54218E+13,1.59582E+13,1.68538E+13,1.82436E+13,1.94176E+13,2.06887E+13,2.23341E+13,2.47434E+13,2.7505E+13,3.10039E+13,3.46773E+13,3.78491E+13,3.95597E+13,4.31518E+13,4.71454E+13,5.05912E+13,5.40587E+13,5.76714E+13,6.05973E+13,6.42529E+13,6.87802E+13,
Lesotho,LSO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429957280,1580488947,1728967818,1832231013,1983120113,2091106032,2248456858,2371638447,2434240205,2483256832,2638193564,2794418107,2857853418,3047750851,3184553129,3400952701,3653722434,3932242813,4279591568,4404988032,4729527675,5160314262,5570590770,5764923543,6051579183,6286446711,6569044131,6534351716,
Late-demographic dividend,LTE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.27027E+12,5.51629E+12,5.69472E+12,6.09543E+12,6.51308E+12,7.03241E+12,7.53275E+12,8.06501E+12,8.35829E+12,8.85957E+12,9.69814E+12,1.04364E+13,1.1272E+13,1.2346E+13,1.37246E+13,1.53108E+13,1.7546E+13,1.98596E+13,2.20109E+13,2.30153E+13,2.51999E+13,2.79054E+13,3.00842E+13,3.21785E+13,3.42125E+13,3.59006E+13,3.7846E+13,4.053E+13,
Lithuania,LTU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21498824750,22976180661,25276073395,27553444696,27565379103,29597872272,32804778743,36132767743,41213716169,44008223660,48263287909,53903093953,61702893980,66344065596,57394061381,62226648139,69205248479,73672748369,78854057967,82617659605,83965241673,86501934997,93307849474,
Luxembourg,LUX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333417789,12722937024,13249759568,14134826208,14987207529,16195017071,17121887905,17963533481,18839812308,21794057204,24144884462,24699518414,26222378150,27113695591,29352210437,31733108754,36847477559,40303697256,42362971851,40949340075,43444349170,47690524462,48646428611,51940075107,56544292859,58394172004,59592086210,62189692542,
Latvia,LVA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13688434076,14243295458,15775994221,17054992335,17702178700,18986139755,21116634942,23263452112,25228365990,27642707294,31001930312,34944894330,39890056122,42310111570,36133963310,36830068622,40727197533,43234959194,45639829429,47468099593,48891259374,50407556990,54726599156,
"Macao SAR, China",MAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8973077239,9611084016,11137561118,11993883579,12770107854,13466045453,13654482407,13849387316,13359671182,13244203899,14324085482,15073683234,16674427254,18988805442,24731199944,27584295843,32217293610,37853221464,39905537988,40739748264,51655614172,64148218365,71364492710,80639080293,81100339831,64276681987,64534861874,71671829402,
St. Martin (French part),MAF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63455192137,70298701149,70392896349,71533999817,80791543783,78018364844,89271970321,89382747740,96893013106,99439557520,1.03648E+11,1.1377E+11,1.19122E+11,1.2874E+11,1.38625E+11,1.47796E+11,1.63875E+11,1.74178E+11,1.88114E+11,1.97587E+11,2.07631E+11,2.23035E+11,2.3398E+11,2.48542E+11,2.59757E+11,2.74485E+11,2.81117E+11,2.97872E+11,
Monaco,MCO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6981299770,6690961782,6917568444,6535169731,6411689157,6695803758,7266146572,7953150855,8647116067,9542369318,10588113871,11437252576,12093885454,13292948029,12590265305,13648863033,14877946210,15045941577,16726094467,17843534480,17964887416,19012817205,20225889377,
Madagascar,MDG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12393037517,11997571353,12416615544,12978554803,13245264195,13753034782,14305040074,15087269779,15850726149,16843098435,18046352734,19568357859,17350632424,19428208368,21011855585,22686215320,24557642398,26784528829,29256730053,28295673249,28716620554,29735787033,31200372029,32419256006,34095343645,35539228559,37497126807,39763887263,
Maldives,MDV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441052266,1582674043,1744948391,1896083182,2043986869,2170894792,2132804164,2322945568,2695041721,2936231424,2632805361,3422277714,3784371657,4224608010,3948981697,4287615213,4751030618,4960351854,5407461647,5907966744,6144302034,6676274585,7266148471,
Middle East & North Africa,MEA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96069E+12,2.09277E+12,2.23967E+12,2.35341E+12,2.45494E+12,2.57406E+12,2.74698E+12,2.88718E+12,3.06495E+12,3.17606E+12,3.43102E+12,3.5585E+12,3.68124E+12,3.93512E+12,4.36856E+12,4.72135E+12,5.1411E+12,5.55286E+12,5.90822E+12,6.00979E+12,6.3915E+12,6.72772E+12,7.10694E+12,7.40875E+12,7.74281E+12,8.02042E+12,8.54573E+12,8.84326E+12,
Mexico,MEX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12449E+11,5.52625E+11,5.87455E+11,7.62446E+11,8.21212E+11,7.89075E+11,8.30349E+11,9.10291E+11,9.68195E+11,1.0186E+12,1.09848E+12,1.12126E+12,1.1376E+12,1.15724E+12,1.23117E+12,1.34178E+12,1.47936E+12,1.56571E+12,1.6539E+12,1.637E+12,1.74319E+12,1.91132E+12,2.01277E+12,2.06449E+12,2.17193E+12,2.17202E+12,2.26818E+12,2.36026E+12,
Marshall Islands,MHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88894677.85,91934277.77,100744458.8,109336360.8,118226428.6,130604978.9,119287449.6,113508586.8,111476983.7,110469770.1,119639046.1,128928405.6,134331968.8,137243724.3,141184706.5,149976138.6,156804716.2,166858614,167333280.1,165845759.1,178705121.8,184595346.9,194496328.7,203290046,205372034.8,206842360.3,213483384.1,225148313.8,
Middle income,MIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00296E+13,1.04889E+13,1.09434E+13,1.17163E+13,1.23307E+13,1.31448E+13,1.40808E+13,1.50092E+13,1.55278E+13,1.64014E+13,1.77651E+13,1.89056E+13,2.01535E+13,2.17675E+13,2.41266E+13,2.68276E+13,3.0266E+13,3.38691E+13,3.69796E+13,3.86394E+13,4.21516E+13,4.60719E+13,4.94526E+13,5.28318E+13,5.6354E+13,5.92241E+13,6.28196E+13,6.72456E+13,
"Macedonia, FYR",MKD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11043004804,10706452736,10231588891,9692617095,9724849951,9817012287,10114692770,10435948594,10937014724,11547064385,12467477201,12315953003,12919285024,13352687852,14564139980,15987111730,17711739007,19090645328,21537223272,22582517408,23345059350,24064028799,24558753803,26269715722,27776173442,28759449058,30822726415,31852171604,
Mali,MLI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6958405978,8034499631,7953151692,8400667890,8903742638,9173161751,9999677015,10661973314,11593733380,12442221723,12717605481,15007480244,15711198784,17485768802,18246857073,20064730486,21645367415,22997754841,24568186514,25913057622,27649470569,29134739169,29423309954,30587235765,33329208907,35699473707,38251913406,41042956755,
Malta,MLT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3309362239,3633456466,3890611266,4161655352,4490405343,4874804415,5195233448,5791708768,6113973315,6574193338,7577750372,7711698513,8141781683,8345352891,8587577727,8978238350,9412862937,10124663496,10722871337,10782007871,11527013987,11910383636,12358928388,13234295366,14417933173,15874055391,17200594153,19092857370,
Myanmar,MMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19508994883,20027200667,22462652285,24385986578,26767334772,29224212595,31674921160,34037811255,36425608915,41030879558,47732962610,54358973914,61830747862,71794222735,83774792580,98203482601,1.14456E+11,1.31593E+11,1.47934E+11,1.64783E+11,1.82865E+11,1.97077E+11,2.15424E+11,2.37348E+11,2.60914E+11,2.82187E+11,3.02541E+11,3.288E+11,
Middle East & North Africa (excluding high income),MNA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18378E+12,1.20147E+12,1.28673E+12,1.35414E+12,1.40269E+12,1.4714E+12,1.58716E+12,1.67102E+12,1.80501E+12,1.9155E+12,2.04978E+12,2.14473E+12,2.25102E+12,2.35576E+12,2.61152E+12,2.81758E+12,3.06528E+12,3.33796E+12,3.52608E+12,3.6468E+12,3.88496E+12,3.94201E+12,4.11723E+12,4.25609E+12,4.4296E+12,4.52913E+12,4.92312E+12,5.15929E+12,
Montenegro,MNE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3631305314,4113906974,4329949461,4489596494,4805700858,5106748506,6425733820,7665978396,8524366291,8053180376,8445839811,8974037087,8603959799,9237494697,9557956802,10164307920,11118355336,12045987389,
Mongolia,MNG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7231401440,6822509263,6332112691,6277344735,6547768859,7110555824,7402191724,7822259414,8171244798,8551017898,8845827991,9314559640,9905173528,10810344656,12287826475,13603201485,15220808748,17227228991,19128524358,19029285888,20487738302,24526362242,28055413600,31829443015,34955544384,36175519484,37065111632,39732457701,
Northern Mariana Islands,MNP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3241159314,3513144742,3405254984,3791921569,4111127958,4290769851,5541999146,6247999796,7064822989,7734074560,8042835635,9272566296,10242864501,11126238705,12325168042,13831168699,15660475307,17271159866,18820849629,20168259033,21779856562,23811739934,25995950739,28302319056,30954908804,33353891289,35050632925,37014700433,
