Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Eswatini,SWZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2994207942,3148334311,3323989342,3508779158,3669478219,3926781139,4152089859,4354189247,4516058675,4720471522,4912865982,5077825423,5381604484,5701898397,6070998412,6642244984,7256554924,7780097383,7997892975,8184753278,8599019603,8973786732,9570263443,10349259078,10738426381,10897333933,11392005849,11814201977,
Sint Maarten (Dutch part),SXM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089507978,1138104747,1215036079,1254624540,1291546117,1335502878,1356857823,1380111981,,
Seychelles,SYC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638672923.8,678148149.7,743279305.8,808118129.5,818724183.3,828899402.5,885536862.2,1008429738,1105035826,1142949342,1186659356,1186136996,1218952357,1170066713,1167970983,1314121207,1481900000,1679883648,1676063693,1670126998,1791195218,1972370137,2034028506,2191264518,2331073900,2472695071,2617008511,2804889593,
Syrian Arab Republic,SYR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4275313691,4794667827,5296352663,4570521763,5140957018,5313077101,5529874708,5942494824,6424566558,6478341585,6567471999,7500231190,8262006051,9667313926,13273590051,16075362213,16676652291,17680570346,18577715352,19508303017,22422247379,22904148163,25398008887,27279255629,29684874520,30837277517,29277054648,28923504311,
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.30463E+12,2.56503E+12,2.89319E+12,3.27098E+12,3.68388E+12,4.12055E+12,4.5644E+12,4.95443E+12,5.05196E+12,5.42955E+12,5.96151E+12,6.49311E+12,7.09783E+12,7.85611E+12,8.77827E+12,9.9163E+12,1.1288E+13,1.29533E+13,1.42931E+13,1.54693E+13,1.71612E+13,1.896E+13,2.07457E+13,2.25753E+13,2.45087E+13,2.63649E+13,2.83746E+13,3.07706E+13,
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75414E+12,2.68333E+12,2.49378E+12,2.42295E+12,2.241E+12,2.26657E+12,2.32419E+12,2.43751E+12,2.47745E+12,2.56607E+12,2.83992E+12,3.00156E+12,3.20875E+12,3.51579E+12,3.92465E+12,4.36526E+12,5.17036E+12,5.77109E+12,6.60245E+12,6.46385E+12,6.94948E+12,7.88498E+12,8.33225E+12,8.70105E+12,8.9738E+12,8.99062E+12,9.2187E+12,9.76031E+12,
Togo,TGO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3167592012,3250115610,3191877503,2774516053,3258097357,3587007096,3975231558,4624583668,4567258257,4752234596,4822292607,4851950735,4881005060,5224981563,5482419271,5725620839,6140681404,6448498225,6842085594,7275832943,7813888198,8485486067,9207269427,9927836312,10704343840,11441828019,12178779890,12943424310,
Thailand,THA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43216E+11,2.72819E+11,3.01594E+11,3.34246E+11,3.68657E+11,4.06907E+11,4.37755E+11,4.32987E+11,4.04274E+11,4.29228E+11,4.58555E+11,4.85159E+11,5.22897E+11,5.71666E+11,6.24328E+11,6.71403E+11,7.2641E+11,7.86274E+11,8.15532E+11,8.1605E+11,8.8808E+11,9.14029E+11,9.98287E+11,1.04167E+12,1.0708E+12,1.11511E+12,1.16641E+12,1.23385E+12,
Tajikistan,TJK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12503856020,12002725176,8716196561,7460110945,5996052430,5361093965,4547316678,4702877685,5006485281,5271152550,5839871208,6545215350,7365945215,8333866487,9451041941,10403302741,11478720464,12698678983,13972015588,14626160101,15770170219,17286955073,18923360159,20651933045,22432334900,24038013548,26017892391,28503608817,
Turkmenistan,TKM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19802771782,19519584833,16976652717,17641280282,14899844446,14115437090,15336119979,13820357998,14962238782,17697758638,19090401207,20373608063,20739569517,21844587698,23567607046,27496577242,31451328623,35859220072,41937346902,44833439598,49556065691,58014358232,65641226951,73504873904,82530923870,88848600566,95561023141,1.03604E+11,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49994E+12,2.68194E+12,2.82349E+12,3.1613E+12,3.38769E+12,3.50671E+12,3.67513E+12,3.94302E+12,4.07922E+12,4.1482E+12,4.39673E+12,4.52546E+12,4.60198E+12,4.76298E+12,5.19103E+12,5.63673E+12,6.19255E+12,6.73069E+12,7.1569E+12,7.12495E+12,7.67041E+12,8.272E+12,8.66175E+12,9.0454E+12,9.33367E+12,9.37367E+12,9.50158E+12,9.87022E+12,
Timor-Leste,TLS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2284883189,2552605610,2413668761,2432665134,4100984106,5751888286,8399711841,9069661677,10172671558,9629273911,9632709533,10995101269,11753361886,10629218579,8001574704,9777066632,9983775240,9350112301,
Middle East & North Africa (IDA & IBRD countries),TMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18023E+12,1.19786E+12,1.28286E+12,1.35007E+12,1.39848E+12,1.46676E+12,1.58207E+12,1.66441E+12,1.7964E+12,1.90503E+12,2.04023E+12,2.13565E+12,2.24196E+12,2.34559E+12,2.60017E+12,2.80452E+12,3.05253E+12,3.32517E+12,3.51412E+12,3.63226E+12,3.86986E+12,3.92533E+12,4.09762E+12,4.2371E+12,4.41053E+12,4.50731E+12,4.90031E+12,5.13694E+12,
Tonga,TON,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219814893.4,241701807.4,247834459.6,263215677.7,282130503.7,298705579.5,304189682,308988785.8,320834102.5,338388312.7,357751030.3,379082904,398061633.7,414560031.5,424462370.3,445051830.5,454999143.3,447649521.1,470577828.8,485012536.3,508539525.3,533494964.6,548159536.9,539630204.4,560699948.1,587818380.1,615436374.9,643425797.7,
South Asia (IDA & IBRD),TSA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35295E+12,1.42613E+12,1.54313E+12,1.64787E+12,1.78365E+12,1.94629E+12,2.11647E+12,2.23233E+12,2.38069E+12,2.6019E+12,2.76964E+12,2.95308E+12,3.10932E+12,3.39888E+12,3.75573E+12,4.21621E+12,4.71944E+12,5.27635E+12,5.58528E+12,6.04995E+12,6.67043E+12,7.22946E+12,7.76387E+12,8.36715E+12,9.10941E+12,9.90464E+12,1.07149E+13,1.16189E+13,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.66397E+11,8.99572E+11,9.18661E+11,9.33844E+11,9.63384E+11,1.01626E+12,1.08895E+12,1.14786E+12,1.18947E+12,1.23471E+12,1.30704E+12,1.39665E+12,1.50957E+12,1.60743E+12,1.76216E+12,1.93334E+12,2.11575E+12,2.31841E+12,2.49452E+12,2.60137E+12,2.78746E+12,2.98721E+12,3.16474E+12,3.3898E+12,3.62162E+12,3.77775E+12,3.88085E+12,4.06409E+12,
Trinidad and Tobago,TTO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9678766340,10269155175,10330235874,10422298904,11023657300,11777671354,12848294001,14051294197,15357782488,16844100236,18416315258,19621188245,21503580803,25099719806,27840083731,30520085510,35612700873,38298629064,40373855852,38894355357,40677766323,41395401723,42703441032,43818725816,44492651737,45657490783,43485444552,43233781545,
Tunisia,TUN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29877809895,32077719516,35369924829,37004437010,38993123943,40742509414,44450929205,47671651963,50494259419,54371012637,58227305822,61815037157,63594068493,67912256344,74130969414,79184001808,85896886904,94099629321,1.00011E+11,1.03838E+11,1.08796E+11,1.08913E+11,1.15354E+11,1.20587E+11,1.26399E+11,1.29244E+11,1.32343E+11,1.37359E+11,
Turkey,TUR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31417E+11,3.45648E+11,3.74698E+11,4.14443E+11,4.00169E+11,4.37889E+11,4.76335E+11,5.20531E+11,5.57401E+11,5.45461E+11,6.05984E+11,5.92033E+11,6.07794E+11,6.34671E+11,7.28003E+11,8.07227E+11,9.36691E+11,1.03307E+12,1.13049E+12,1.10456E+12,1.26159E+12,1.4433E+12,1.53911E+12,1.69086E+12,1.85103E+12,1.94465E+12,2.00747E+12,2.14127E+12,
Tuvalu,TUV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13696122.25,14662768.48,15415260.4,16430780.24,18506064.37,17946600.68,17184832.89,19227410.7,22448906.47,22436020.68,22723837.54,23621485.53,25875533.08,25511735.28,25858786.43,25681987.38,27037205.01,29519466.79,32501368.03,31296515.91,30814106.92,33814063.11,33116098.46,35191008.08,36305433.09,40054511.18,41796670.51,43927980.01,
Tanzania,TZA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23560053608,24848663128,25563607033,26487412251,27475169324,29049508981,30924038959,32562121515,34136179239,36336180085,38996583323,42277527449,46001605856,50149845758,55562656983,62037908172,66924027956,74520563189,80211998963,85171231203,91693558658,1.00984E+11,1.08132E+11,1.17859E+11,1.2833E+11,1.3875E+11,1.50311E+11,1.63886E+11,
Uganda,UGA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8672761942,9459162668,10005507884,11096474272,12058321822,13728309928,15247111887,16298978456,17284049007,18961901797,20002705771,21519049390,23757432494,25799715318,28313674263,31075379406,35484462103,39493370772,43774924600,47107336786,50370840744,56239143509,59473003926,62601189785,66978655166,71217433707,75574371256,79906180049,
Ukraine,UKR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.50956E+11,3.32138E+11,3.0676E+11,2.69381E+11,2.12019E+11,1.90035E+11,1.74154E+11,1.7182E+11,1.70385E+11,1.72647E+11,1.86993E+11,2.08857E+11,2.23195E+11,2.49308E+11,2.87182E+11,3.05307E+11,3.38099E+11,3.73454E+11,3.89553E+11,3.34583E+11,3.51655E+11,3.78532E+11,3.86425E+11,3.92561E+11,3.73421E+11,3.4058E+11,3.53345E+11,3.68784E+11,
Upper middle income,UMC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.67731E+12,6.9789E+12,7.2444E+12,7.85785E+12,8.26998E+12,8.78707E+12,9.37713E+12,1.0037E+13,1.04564E+13,1.10006E+13,1.19936E+13,1.27424E+13,1.36103E+13,1.46768E+13,1.63302E+13,1.82009E+13,2.07065E+13,2.32817E+13,2.56613E+13,2.66276E+13,2.90787E+13,3.19878E+13,3.43663E+13,3.66409E+13,3.89224E+13,4.05567E+13,4.28773E+13,4.58167E+13,
Uruguay,URY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19780719697,21162424981,23361612242,24553063240,26901424319,27064954163,29096270936,32123877819,33939900962,33791051948,33892990500,33332795971,31227637054,32106819321,34640523182,38422509832,41226109394,45091856463,49275715722,51756824638,56477081186,60618737181,63919673086,67964153525,71424610490,72466834324,74631532183,77992789938,
United States,USA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.97959E+12,6.17404E+12,6.5393E+12,6.87872E+12,7.30876E+12,7.66406E+12,8.1002E+12,8.60852E+12,9.08917E+12,9.66062E+12,1.02848E+13,1.06218E+13,1.09775E+13,1.15107E+13,1.22749E+13,1.30937E+13,1.38559E+13,1.44776E+13,1.47186E+13,1.44187E+13,1.49644E+13,1.55179E+13,1.61553E+13,1.66915E+13,1.74276E+13,1.81207E+13,1.86245E+13,1.93906E+13,
Uzbekistan,UZB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40710368868,41858456958,38017625793,38026954733,36816735480,37246352010,38571051237,41271218386,43513038866,46078622346,48917982240,52134151108,55051854292,58507903248,64745693915,71507004459,79084274281,89243855759,99183976971,1.08032E+11,1.18646E+11,1.31147E+11,1.44515E+11,1.58597E+11,1.74024E+11,1.89984E+11,2.07415E+11,2.22338E+11,
St. Vincent and the Grenadines,VCT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387453317.7,404896696.3,440535795.5,470190143.7,474204826,521696883,538058214.3,566453318.4,596017201.4,621542982.6,646106352.1,672125810.3,725585469.5,796962663.7,852911767.2,902258667.2,1001478560,1062497179,1100504460,1085586379,1061995124,1079375927,1114454962,1153213265,1188157090,1217180828,1257035078,1290657521,
"Venezuela, RB",VEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8551E+11,2.10335E+11,2.28168E+11,2.3424E+11,2.33604E+11,2.479E+11,2.51926E+11,2.72563E+11,2.76331E+11,2.63809E+11,2.7976E+11,2.95847E+11,2.73788E+11,2.57591E+11,3.13073E+11,3.56489E+11,4.03716E+11,4.5074E+11,4.83838E+11,4.71901E+11,4.70553E+11,5.00326E+11,5.38209E+11,5.54246E+11,5.42221E+11,,,,
British Virgin Islands,VGB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64051732955,70128810524,77929020064,86223834453,95842292090,1.07176E+11,1.19325E+11,1.31262E+11,1.40335E+11,1.49284E+11,1.63044E+11,1.77087E+11,1.9117E+11,2.08434E+11,2.30306E+11,2.55657E+11,2.819E+11,3.10035E+11,3.34014E+11,3.54718E+11,3.82113E+11,4.14339E+11,4.44114E+11,4.75754E+11,5.13271E+11,5.53492E+11,5.95368E+11,6.47368E+11,
Vanuatu,VUT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241607234.1,257486452.4,270182217,278687184.9,310394128.3,320073890.2,333505841.6,355880194,375216603.2,382234029.6,414082998.4,408745027.5,393807205.3,418904935.7,447574980.7,486474246.6,543866039.9,587225946.2,637355245,663470297.7,682514070,705126498.6,730716419.3,757138796.3,788692665.9,790858818.8,832991141.1,886144130.4,
World,WLD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88394E+13,3.02908E+13,3.16747E+13,3.32666E+13,3.50887E+13,3.70547E+13,3.92249E+13,4.14895E+13,4.30645E+13,4.52304E+13,4.85793E+13,5.09298E+13,5.33765E+13,5.63651E+13,6.09417E+13,6.57529E+13,7.20186E+13,7.80366E+13,8.26415E+13,8.3436E+13,8.90179E+13,9.51208E+13,1.00163E+14,1.05608E+14,1.1099E+14,1.15648E+14,1.20951E+14,1.27662E+14,
Samoa,WSM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384129636.7,387786358.8,395832931,421866065.7,419891467.8,457255548.3,499028472.8,510835190.3,527712994.3,547498036.2,598698675.9,654837555.7,693772925.9,739559001.6,795039961.8,854730538.4,898335143.2,980552975.7,1009876348,968619332.9,985147468.8,1063589611,1087536991,1083729702,1118587837,1147125631,1245052163,1301736699,
Kosovo,XKX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6233831881,8095723337,8162384808,8823003286,9302416532,10181029356,10966357667,12078491810,12641145658,13162779761,13764495929,14724783186,15430208360,16217403848,16706236430,17578851391,18525320036,19655975737,
"Yemen, Rep.",YEM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25927654444,28476728343,31516404114,33557546727,36575421873,39455111901,42037502063,44993640734,48213898063,50799913236,55167743681,58571167614,61810602309,65405617999,69873904585,76155085465,80983378360,85914141363,90794694367,95021210789,1.0359E+11,92285415712,96234421058,1.02505E+11,1.04148E+11,87718942395,76737021181,73475756448,
South Africa,ZAF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3548E+11,2.40841E+11,2.41067E+11,2.49847E+11,2.63329E+11,2.77155E+11,2.9435E+11,3.07171E+11,3.12058E+11,3.24437E+11,3.45756E+11,3.63184E+11,3.82404E+11,4.01532E+11,4.31364E+11,4.68739E+11,5.10215E+11,5.51871E+11,5.80652E+11,5.76063E+11,6.00824E+11,6.33368E+11,6.59312E+11,6.8661E+11,7.11841E+11,7.28768E+11,7.42238E+11,7.65542E+11,
Zambia,ZMB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12150601761,12550499571,12614403095,13792368911,12870918682,13520099702,14623018440,15440560403,15547922282,16519927775,17554327530,18908983631,20064381490,21885729118,24068937297,26640956610,29629747891,32958963865,36217946838,39857780125,44499351077,47945443548,52538435072,56087980477,59775639303,62188170853,65347897039,68787627222,
Zimbabwe,ZWE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19011709999,20731209137,19292145265,19958831056,22266045763,22766363433,25583789749,26719192271,27788435579,27982950653,27744177092,28784950889,26627394133,22542775941,21817460264,21233361560,21128134374,20898002938,17543052079,19800891298,23986201134,27956299245,33216127670,34424075433,35874796112,36909284173,37662718067,40143935310,
